# == pyFAI calibration ==
# Distance Sample to Detector: 1.1940462449808116 m
# PONI: 2.115e-01, 2.068e-01 m
# Rotations: -0.003366 0.000439 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 1194.053 mm
# Center: x=712.136, y=716.184 pix
# Tilt: 0.195 deg  TiltPlanRot: 7.430 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 2.960e-04, 2.960e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.393e-11 m
# Mask applied: False
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> /Users/mbcx9cd4/Documents/GitHub/pyFAI-integration-caking/analysis/integrated.dat
#       2th_deg             I 
  2.166386e+00    2.298868e+00
  2.167813e+00    2.328180e+00
  2.169240e+00    2.368256e+00
  2.170668e+00    2.415846e+00
  2.172095e+00    2.432955e+00
  2.173522e+00    2.424361e+00
  2.174950e+00    2.405203e+00
  2.176377e+00    2.395360e+00
  2.177804e+00    2.380365e+00
  2.179232e+00    2.357249e+00
  2.180659e+00    2.320488e+00
  2.182086e+00    2.287425e+00
  2.183514e+00    2.255920e+00
  2.184941e+00    2.215645e+00
  2.186368e+00    2.199721e+00
  2.187796e+00    2.212548e+00
  2.189223e+00    2.210929e+00
  2.190650e+00    2.222708e+00
  2.192078e+00    2.234568e+00
  2.193505e+00    2.259088e+00
  2.194932e+00    2.282713e+00
  2.196360e+00    2.283311e+00
  2.197787e+00    2.305398e+00
  2.199214e+00    2.320714e+00
  2.200642e+00    2.350576e+00
  2.202069e+00    2.373795e+00
  2.203496e+00    2.399057e+00
  2.204924e+00    2.408121e+00
  2.206351e+00    2.409405e+00
  2.207779e+00    2.400832e+00
  2.209206e+00    2.392434e+00
  2.210633e+00    2.386560e+00
  2.212061e+00    2.362907e+00
  2.213488e+00    2.347199e+00
  2.214915e+00    2.321332e+00
  2.216343e+00    2.305066e+00
  2.217770e+00    2.304630e+00
  2.219197e+00    2.326961e+00
  2.220625e+00    2.342258e+00
  2.222052e+00    2.345314e+00
  2.223479e+00    2.362049e+00
  2.224907e+00    2.381505e+00
  2.226334e+00    2.406399e+00
  2.227761e+00    2.393395e+00
  2.229189e+00    2.372423e+00
  2.230616e+00    2.365894e+00
  2.232043e+00    2.370544e+00
  2.233471e+00    2.361396e+00
  2.234898e+00    2.347048e+00
  2.236325e+00    2.342299e+00
  2.237753e+00    2.339255e+00
  2.239180e+00    2.334314e+00
  2.240607e+00    2.335962e+00
  2.242035e+00    2.359092e+00
  2.243462e+00    2.348449e+00
  2.244889e+00    2.317095e+00
  2.246317e+00    2.294121e+00
  2.247744e+00    2.287364e+00
  2.249171e+00    2.326152e+00
  2.250599e+00    2.340889e+00
  2.252026e+00    2.357408e+00
  2.253453e+00    2.362541e+00
  2.254881e+00    2.347927e+00
  2.256308e+00    2.343727e+00
  2.257735e+00    2.356248e+00
  2.259163e+00    2.378284e+00
  2.260590e+00    2.409606e+00
  2.262017e+00    2.412856e+00
  2.263445e+00    2.384083e+00
  2.264872e+00    2.381492e+00
  2.266299e+00    2.387300e+00
  2.267727e+00    2.388443e+00
  2.269154e+00    2.382963e+00
  2.270581e+00    2.380114e+00
  2.272009e+00    2.404305e+00
  2.273436e+00    2.422638e+00
  2.274864e+00    2.413821e+00
  2.276291e+00    2.411328e+00
  2.277718e+00    2.436439e+00
  2.279146e+00    2.460508e+00
  2.280573e+00    2.453730e+00
  2.282000e+00    2.446779e+00
  2.283428e+00    2.451958e+00
  2.284855e+00    2.447046e+00
  2.286282e+00    2.405850e+00
  2.287710e+00    2.368398e+00
  2.289137e+00    2.343538e+00
  2.290564e+00    2.335394e+00
  2.291992e+00    2.323604e+00
  2.293419e+00    2.305076e+00
  2.294846e+00    2.308581e+00
  2.296274e+00    2.341745e+00
  2.297701e+00    2.386578e+00
  2.299128e+00    2.425911e+00
  2.300556e+00    2.473920e+00
  2.301983e+00    2.522496e+00
  2.303410e+00    2.552433e+00
  2.304838e+00    2.574868e+00
  2.306265e+00    2.611407e+00
  2.307692e+00    2.639915e+00
  2.309120e+00    2.657857e+00
  2.310547e+00    2.662483e+00
  2.311974e+00    2.648657e+00
  2.313402e+00    2.672992e+00
  2.314829e+00    2.673704e+00
  2.316256e+00    2.656498e+00
  2.317684e+00    2.626046e+00
  2.319111e+00    2.600452e+00
  2.320538e+00    2.584443e+00
  2.321966e+00    2.582414e+00
  2.323393e+00    2.582230e+00
  2.324820e+00    2.591116e+00
  2.326248e+00    2.600122e+00
  2.327675e+00    2.576978e+00
  2.329102e+00    2.565892e+00
  2.330530e+00    2.562519e+00
  2.331957e+00    2.564648e+00
  2.333384e+00    2.578572e+00
  2.334812e+00    2.562343e+00
  2.336239e+00    2.554626e+00
  2.337666e+00    2.556430e+00
  2.339094e+00    2.560926e+00
  2.340521e+00    2.584446e+00
  2.341948e+00    2.582803e+00
  2.343376e+00    2.576410e+00
  2.344803e+00    2.588152e+00
  2.346231e+00    2.582459e+00
  2.347658e+00    2.578027e+00
  2.349085e+00    2.573985e+00
  2.350513e+00    2.563437e+00
  2.351940e+00    2.568881e+00
  2.353367e+00    2.582699e+00
  2.354795e+00    2.584326e+00
  2.356222e+00    2.595579e+00
  2.357649e+00    2.601765e+00
  2.359077e+00    2.621823e+00
  2.360504e+00    2.637810e+00
  2.361931e+00    2.633397e+00
  2.363359e+00    2.623060e+00
  2.364786e+00    2.604131e+00
  2.366213e+00    2.595518e+00
  2.367641e+00    2.590541e+00
  2.369068e+00    2.584886e+00
  2.370495e+00    2.593662e+00
  2.371923e+00    2.604740e+00
  2.373350e+00    2.604980e+00
  2.374777e+00    2.601232e+00
  2.376205e+00    2.605613e+00
  2.377632e+00    2.629449e+00
  2.379059e+00    2.657253e+00
  2.380487e+00    2.672982e+00
  2.381914e+00    2.669474e+00
  2.383341e+00    2.652710e+00
  2.384769e+00    2.615145e+00
  2.386196e+00    2.576176e+00
  2.387623e+00    2.546559e+00
  2.389051e+00    2.551012e+00
  2.390478e+00    2.546098e+00
  2.391905e+00    2.532862e+00
  2.393333e+00    2.500558e+00
  2.394760e+00    2.471292e+00
  2.396187e+00    2.455515e+00
  2.397615e+00    2.454346e+00
  2.399042e+00    2.489906e+00
  2.400469e+00    2.512131e+00
  2.401897e+00    2.500730e+00
  2.403324e+00    2.490111e+00
  2.404751e+00    2.486607e+00
  2.406179e+00    2.492113e+00
  2.407606e+00    2.494763e+00
  2.409033e+00    2.508164e+00
  2.410461e+00    2.519345e+00
  2.411888e+00    2.531705e+00
  2.413316e+00    2.516622e+00
  2.414743e+00    2.504155e+00
  2.416170e+00    2.512364e+00
  2.417598e+00    2.543501e+00
  2.419025e+00    2.579505e+00
  2.420452e+00    2.586794e+00
  2.421880e+00    2.585403e+00
  2.423307e+00    2.583507e+00
  2.424734e+00    2.564745e+00
  2.426162e+00    2.557832e+00
  2.427589e+00    2.581070e+00
  2.429016e+00    2.588104e+00
  2.430444e+00    2.593093e+00
  2.431871e+00    2.576130e+00
  2.433298e+00    2.565689e+00
  2.434726e+00    2.593524e+00
  2.436153e+00    2.628107e+00
  2.437580e+00    2.650696e+00
  2.439008e+00    2.677993e+00
  2.440435e+00    2.695869e+00
  2.441862e+00    2.691141e+00
  2.443290e+00    2.698619e+00
  2.444717e+00    2.712662e+00
  2.446144e+00    2.722981e+00
  2.447572e+00    2.701141e+00
  2.448999e+00    2.673340e+00
  2.450426e+00    2.654074e+00
  2.451854e+00    2.659356e+00
  2.453281e+00    2.651202e+00
  2.454708e+00    2.670944e+00
  2.456136e+00    2.699407e+00
  2.457563e+00    2.715093e+00
  2.458990e+00    2.693683e+00
  2.460418e+00    2.659830e+00
  2.461845e+00    2.657891e+00
  2.463272e+00    2.670683e+00
  2.464700e+00    2.703850e+00
  2.466127e+00    2.727365e+00
  2.467554e+00    2.757504e+00
  2.468982e+00    2.761146e+00
  2.470409e+00    2.774131e+00
  2.471836e+00    2.789348e+00
  2.473264e+00    2.800327e+00
  2.474691e+00    2.842329e+00
  2.476118e+00    2.848901e+00
  2.477546e+00    2.842871e+00
  2.478973e+00    2.835690e+00
  2.480400e+00    2.825862e+00
  2.481828e+00    2.812725e+00
  2.483255e+00    2.802697e+00
  2.484683e+00    2.778397e+00
  2.486110e+00    2.769912e+00
  2.487537e+00    2.778213e+00
  2.488965e+00    2.766974e+00
  2.490392e+00    2.744645e+00
  2.491819e+00    2.739088e+00
  2.493247e+00    2.741789e+00
  2.494674e+00    2.750883e+00
  2.496101e+00    2.768159e+00
  2.497529e+00    2.789994e+00
  2.498956e+00    2.815710e+00
  2.500383e+00    2.861097e+00
  2.501811e+00    2.893330e+00
  2.503238e+00    2.912447e+00
  2.504665e+00    2.947151e+00
  2.506093e+00    2.936495e+00
  2.507520e+00    2.937155e+00
  2.508947e+00    2.931549e+00
  2.510375e+00    2.917521e+00
  2.511802e+00    2.893795e+00
  2.513229e+00    2.869877e+00
  2.514657e+00    2.841964e+00
  2.516084e+00    2.822273e+00
  2.517511e+00    2.820573e+00
  2.518939e+00    2.833286e+00
  2.520366e+00    2.834766e+00
  2.521793e+00    2.821996e+00
  2.523221e+00    2.832534e+00
  2.524648e+00    2.839130e+00
  2.526075e+00    2.842578e+00
  2.527503e+00    2.861089e+00
  2.528930e+00    2.868600e+00
  2.530357e+00    2.845886e+00
  2.531785e+00    2.834075e+00
  2.533212e+00    2.840358e+00
  2.534639e+00    2.884892e+00
  2.536067e+00    2.894982e+00
  2.537494e+00    2.903738e+00
  2.538921e+00    2.894904e+00
  2.540349e+00    2.901446e+00
  2.541776e+00    2.876128e+00
  2.543203e+00    2.858304e+00
  2.544631e+00    2.878609e+00
  2.546058e+00    2.867417e+00
  2.547485e+00    2.836581e+00
  2.548913e+00    2.814912e+00
  2.550340e+00    2.812120e+00
  2.551768e+00    2.809872e+00
  2.553195e+00    2.840037e+00
  2.554622e+00    2.876187e+00
  2.556050e+00    2.930360e+00
  2.557477e+00    2.937945e+00
  2.558904e+00    2.946969e+00
  2.560332e+00    2.970851e+00
  2.561759e+00    2.978047e+00
  2.563186e+00    2.997345e+00
  2.564614e+00    3.013444e+00
  2.566041e+00    3.024033e+00
  2.567468e+00    3.037332e+00
  2.568896e+00    3.028924e+00
  2.570323e+00    3.016060e+00
  2.571750e+00    3.029527e+00
  2.573178e+00    3.022671e+00
  2.574605e+00    3.001578e+00
  2.576032e+00    2.971200e+00
  2.577460e+00    2.942261e+00
  2.578887e+00    2.924736e+00
  2.580314e+00    2.903058e+00
  2.581742e+00    2.885732e+00
  2.583169e+00    2.880161e+00
  2.584596e+00    2.875684e+00
  2.586024e+00    2.896331e+00
  2.587451e+00    2.941344e+00
  2.588878e+00    2.977241e+00
  2.590306e+00    3.011324e+00
  2.591733e+00    3.037752e+00
  2.593160e+00    3.058630e+00
  2.594588e+00    3.077969e+00
  2.596015e+00    3.079187e+00
  2.597442e+00    3.115282e+00
  2.598870e+00    3.125850e+00
  2.600297e+00    3.109903e+00
  2.601724e+00    3.075997e+00
  2.603152e+00    3.047793e+00
  2.604579e+00    3.035329e+00
  2.606006e+00    3.032081e+00
  2.607434e+00    3.024884e+00
  2.608861e+00    3.023357e+00
  2.610288e+00    3.022584e+00
  2.611716e+00    2.999900e+00
  2.613143e+00    2.978867e+00
  2.614570e+00    2.965694e+00
  2.615998e+00    2.971547e+00
  2.617425e+00    2.967604e+00
  2.618852e+00    2.966123e+00
  2.620280e+00    2.958458e+00
  2.621707e+00    2.953108e+00
  2.623135e+00    2.935466e+00
  2.624562e+00    2.939943e+00
  2.625989e+00    2.952893e+00
  2.627417e+00    2.974588e+00
  2.628844e+00    3.025140e+00
  2.630271e+00    3.044305e+00
  2.631699e+00    3.060961e+00
  2.633126e+00    3.065135e+00
  2.634553e+00    3.059672e+00
  2.635981e+00    3.078176e+00
  2.637408e+00    3.105974e+00
  2.638835e+00    3.126865e+00
  2.640263e+00    3.136492e+00
  2.641690e+00    3.136172e+00
  2.643117e+00    3.098784e+00
  2.644545e+00    3.105160e+00
  2.645972e+00    3.117658e+00
  2.647399e+00    3.127692e+00
  2.648827e+00    3.151549e+00
  2.650254e+00    3.142010e+00
  2.651681e+00    3.149514e+00
  2.653109e+00    3.179277e+00
  2.654536e+00    3.204419e+00
  2.655963e+00    3.231827e+00
  2.657391e+00    3.256009e+00
  2.658818e+00    3.255455e+00
  2.660245e+00    3.272611e+00
  2.661673e+00    3.247651e+00
  2.663100e+00    3.197622e+00
  2.664527e+00    3.176132e+00
  2.665955e+00    3.144587e+00
  2.667382e+00    3.089587e+00
  2.668809e+00    3.087690e+00
  2.670237e+00    3.096256e+00
  2.671664e+00    3.109889e+00
  2.673091e+00    3.099857e+00
  2.674519e+00    3.084321e+00
  2.675946e+00    3.104646e+00
  2.677373e+00    3.166091e+00
  2.678801e+00    3.214357e+00
  2.680228e+00    3.240292e+00
  2.681655e+00    3.267823e+00
  2.683083e+00    3.261543e+00
  2.684510e+00    3.267886e+00
  2.685937e+00    3.274294e+00
  2.687365e+00    3.311826e+00
  2.688792e+00    3.353652e+00
  2.690219e+00    3.398674e+00
  2.691647e+00    3.403140e+00
  2.693074e+00    3.415957e+00
  2.694502e+00    3.438000e+00
  2.695929e+00    3.456064e+00
  2.697356e+00    3.459228e+00
  2.698784e+00    3.471129e+00
  2.700211e+00    3.481776e+00
  2.701638e+00    3.476736e+00
  2.703066e+00    3.459677e+00
  2.704493e+00    3.448286e+00
  2.705920e+00    3.429193e+00
  2.707348e+00    3.426358e+00
  2.708775e+00    3.423870e+00
  2.710202e+00    3.456013e+00
  2.711630e+00    3.476185e+00
  2.713057e+00    3.487815e+00
  2.714484e+00    3.518168e+00
  2.715912e+00    3.529413e+00
  2.717339e+00    3.530817e+00
  2.718766e+00    3.526227e+00
  2.720194e+00    3.541265e+00
  2.721621e+00    3.557755e+00
  2.723048e+00    3.570892e+00
  2.724476e+00    3.570338e+00
  2.725903e+00    3.589198e+00
  2.727330e+00    3.582746e+00
  2.728758e+00    3.569393e+00
  2.730185e+00    3.570846e+00
  2.731612e+00    3.601344e+00
  2.733040e+00    3.611789e+00
  2.734467e+00    3.628964e+00
  2.735894e+00    3.633954e+00
  2.737322e+00    3.592505e+00
  2.738749e+00    3.549270e+00
  2.740176e+00    3.550602e+00
  2.741604e+00    3.579581e+00
  2.743031e+00    3.592458e+00
  2.744458e+00    3.578662e+00
  2.745886e+00    3.561463e+00
  2.747313e+00    3.556545e+00
  2.748740e+00    3.540768e+00
  2.750168e+00    3.544514e+00
  2.751595e+00    3.556631e+00
  2.753022e+00    3.576487e+00
  2.754450e+00    3.581681e+00
  2.755877e+00    3.591011e+00
  2.757304e+00    3.633438e+00
  2.758732e+00    3.686589e+00
  2.760159e+00    3.714350e+00
  2.761587e+00    3.720526e+00
  2.763014e+00    3.717401e+00
  2.764441e+00    3.720810e+00
  2.765869e+00    3.724006e+00
  2.767296e+00    3.705827e+00
  2.768723e+00    3.688180e+00
  2.770151e+00    3.667282e+00
  2.771578e+00    3.630280e+00
  2.773005e+00    3.650870e+00
  2.774433e+00    3.693032e+00
  2.775860e+00    3.710694e+00
  2.777287e+00    3.720002e+00
  2.778715e+00    3.716479e+00
  2.780142e+00    3.740167e+00
  2.781569e+00    3.766268e+00
  2.782997e+00    3.786529e+00
  2.784424e+00    3.797442e+00
  2.785851e+00    3.801337e+00
  2.787279e+00    3.776738e+00
  2.788706e+00    3.747975e+00
  2.790133e+00    3.746211e+00
  2.791561e+00    3.759523e+00
  2.792988e+00    3.774725e+00
  2.794415e+00    3.767884e+00
  2.795843e+00    3.767197e+00
  2.797270e+00    3.750695e+00
  2.798697e+00    3.752305e+00
  2.800125e+00    3.778732e+00
  2.801552e+00    3.811381e+00
  2.802979e+00    3.816283e+00
  2.804407e+00    3.812832e+00
  2.805834e+00    3.851361e+00
  2.807261e+00    3.900756e+00
  2.808689e+00    3.946397e+00
  2.810116e+00    3.989953e+00
  2.811543e+00    4.039828e+00
  2.812971e+00    4.077469e+00
  2.814398e+00    4.106317e+00
  2.815825e+00    4.112569e+00
  2.817253e+00    4.132024e+00
  2.818680e+00    4.126512e+00
  2.820107e+00    4.096009e+00
  2.821535e+00    4.085058e+00
  2.822962e+00    4.101794e+00
  2.824389e+00    4.124562e+00
  2.825817e+00    4.140750e+00
  2.827244e+00    4.157843e+00
  2.828671e+00    4.145131e+00
  2.830099e+00    4.132279e+00
  2.831526e+00    4.123275e+00
  2.832954e+00    4.147687e+00
  2.834381e+00    4.166576e+00
  2.835808e+00    4.148062e+00
  2.837236e+00    4.128684e+00
  2.838663e+00    4.102768e+00
  2.840090e+00    4.087250e+00
  2.841518e+00    4.084989e+00
  2.842945e+00    4.123840e+00
  2.844372e+00    4.175524e+00
  2.845800e+00    4.211649e+00
  2.847227e+00    4.230116e+00
  2.848654e+00    4.257409e+00
  2.850082e+00    4.303668e+00
  2.851509e+00    4.352128e+00
  2.852936e+00    4.390150e+00
  2.854364e+00    4.418058e+00
  2.855791e+00    4.424907e+00
  2.857218e+00    4.407842e+00
  2.858646e+00    4.403410e+00
  2.860073e+00    4.439982e+00
  2.861500e+00    4.464290e+00
  2.862928e+00    4.489239e+00
  2.864355e+00    4.520594e+00
  2.865782e+00    4.527895e+00
  2.867210e+00    4.521390e+00
  2.868637e+00    4.490417e+00
  2.870064e+00    4.490396e+00
  2.871492e+00    4.494279e+00
  2.872919e+00    4.482520e+00
  2.874346e+00    4.450074e+00
  2.875774e+00    4.417760e+00
  2.877201e+00    4.382826e+00
  2.878628e+00    4.378122e+00
  2.880056e+00    4.425472e+00
  2.881483e+00    4.471675e+00
  2.882910e+00    4.534142e+00
  2.884338e+00    4.589603e+00
  2.885765e+00    4.617497e+00
  2.887192e+00    4.623963e+00
  2.888620e+00    4.638656e+00
  2.890047e+00    4.659326e+00
  2.891474e+00    4.660789e+00
  2.892902e+00    4.626207e+00
  2.894329e+00    4.588521e+00
  2.895756e+00    4.556791e+00
  2.897184e+00    4.522630e+00
  2.898611e+00    4.508773e+00
  2.900039e+00    4.526703e+00
  2.901466e+00    4.546623e+00
  2.902893e+00    4.565955e+00
  2.904321e+00    4.578213e+00
  2.905748e+00    4.603850e+00
  2.907175e+00    4.654797e+00
  2.908603e+00    4.728927e+00
  2.910030e+00    4.800383e+00
  2.911457e+00    4.852413e+00
  2.912885e+00    4.892216e+00
  2.914312e+00    4.887997e+00
  2.915739e+00    4.900961e+00
  2.917167e+00    4.923651e+00
  2.918594e+00    4.940553e+00
  2.920021e+00    4.953432e+00
  2.921449e+00    4.951322e+00
  2.922876e+00    4.923261e+00
  2.924303e+00    4.921662e+00
  2.925731e+00    4.926221e+00
  2.927158e+00    4.927452e+00
  2.928585e+00    4.976262e+00
  2.930013e+00    5.008550e+00
  2.931440e+00    5.026041e+00
  2.932867e+00    5.041005e+00
  2.934295e+00    5.046163e+00
  2.935722e+00    5.053304e+00
  2.937149e+00    5.051880e+00
  2.938577e+00    5.045000e+00
  2.940004e+00    5.075819e+00
  2.941431e+00    5.109694e+00
  2.942859e+00    5.127501e+00
  2.944286e+00    5.148129e+00
  2.945713e+00    5.180037e+00
  2.947141e+00    5.194900e+00
  2.948568e+00    5.197356e+00
  2.949995e+00    5.194634e+00
  2.951423e+00    5.215693e+00
  2.952850e+00    5.217541e+00
  2.954277e+00    5.224173e+00
  2.955705e+00    5.218155e+00
  2.957132e+00    5.224744e+00
  2.958559e+00    5.232168e+00
  2.959987e+00    5.234118e+00
  2.961414e+00    5.249127e+00
  2.962841e+00    5.261675e+00
  2.964269e+00    5.279092e+00
  2.965696e+00    5.300683e+00
  2.967123e+00    5.320647e+00
  2.968551e+00    5.335150e+00
  2.969978e+00    5.373284e+00
  2.971406e+00    5.412003e+00
  2.972833e+00    5.457544e+00
  2.974260e+00    5.499027e+00
  2.975688e+00    5.535530e+00
  2.977115e+00    5.603443e+00
  2.978542e+00    5.703334e+00
  2.979970e+00    5.827757e+00
  2.981397e+00    5.943758e+00
  2.982824e+00    6.073360e+00
  2.984252e+00    6.306604e+00
  2.985679e+00    6.635627e+00
  2.987106e+00    6.903891e+00
  2.988534e+00    7.146351e+00
  2.989961e+00    7.407533e+00
  2.991388e+00    7.640226e+00
  2.992816e+00    7.859067e+00
  2.994243e+00    8.090503e+00
  2.995670e+00    8.338222e+00
  2.997098e+00    8.628765e+00
  2.998525e+00    8.959236e+00
  2.999952e+00    9.284264e+00
  3.001380e+00    9.753356e+00
  3.002807e+00    1.020933e+01
  3.004234e+00    1.046980e+01
  3.005662e+00    1.060440e+01
  3.007089e+00    1.075713e+01
  3.008516e+00    1.097880e+01
  3.009944e+00    1.103088e+01
  3.011371e+00    1.094727e+01
  3.012798e+00    1.082679e+01
  3.014226e+00    1.057648e+01
  3.015653e+00    1.034526e+01
  3.017080e+00    1.018198e+01
  3.018508e+00    1.008031e+01
  3.019935e+00    1.001619e+01
  3.021362e+00    9.888795e+00
  3.022790e+00    9.703089e+00
  3.024217e+00    9.631809e+00
  3.025644e+00    9.570783e+00
  3.027072e+00    9.435626e+00
  3.028499e+00    9.303330e+00
  3.029926e+00    9.088875e+00
  3.031354e+00    8.983548e+00
  3.032781e+00    8.948856e+00
  3.034208e+00    8.929864e+00
  3.035636e+00    8.877871e+00
  3.037063e+00    8.830970e+00
  3.038491e+00    8.802779e+00
  3.039918e+00    8.769593e+00
  3.041345e+00    8.731554e+00
  3.042773e+00    8.721727e+00
  3.044200e+00    8.696779e+00
  3.045627e+00    8.706370e+00
  3.047055e+00    8.727097e+00
  3.048482e+00    8.759325e+00
  3.049909e+00    8.787057e+00
  3.051337e+00    8.789193e+00
  3.052764e+00    8.819974e+00
  3.054191e+00    8.888404e+00
  3.055619e+00    8.966933e+00
  3.057046e+00    9.043259e+00
  3.058473e+00    9.104707e+00
  3.059901e+00    9.122289e+00
  3.061328e+00    9.154390e+00
  3.062755e+00    9.156864e+00
  3.064183e+00    9.127660e+00
  3.065610e+00    9.140151e+00
  3.067037e+00    9.161688e+00
  3.068465e+00    9.209835e+00
  3.069892e+00    9.228989e+00
  3.071319e+00    9.282086e+00
  3.072747e+00    9.339747e+00
  3.074174e+00    9.450786e+00
  3.075601e+00    9.561496e+00
  3.077029e+00    9.683519e+00
  3.078456e+00    9.797624e+00
  3.079883e+00    9.835803e+00
  3.081311e+00    9.864200e+00
  3.082738e+00    9.891237e+00
  3.084165e+00    9.922471e+00
  3.085593e+00    9.970137e+00
  3.087020e+00    1.005148e+01
  3.088447e+00    1.022810e+01
  3.089875e+00    1.054845e+01
  3.091302e+00    1.075756e+01
  3.092729e+00    1.093261e+01
  3.094157e+00    1.109096e+01
  3.095584e+00    1.122226e+01
  3.097011e+00    1.148016e+01
  3.098439e+00    1.164642e+01
  3.099866e+00    1.175712e+01
  3.101293e+00    1.185316e+01
  3.102721e+00    1.202120e+01
  3.104148e+00    1.286893e+01
  3.105575e+00    1.331958e+01
  3.107003e+00    1.355628e+01
  3.108430e+00    1.365894e+01
  3.109858e+00    1.378172e+01
  3.111285e+00    1.403795e+01
  3.112712e+00    1.425992e+01
  3.114140e+00    1.432935e+01
  3.115567e+00    1.433743e+01
  3.116994e+00    1.429341e+01
  3.118422e+00    1.423752e+01
  3.119849e+00    1.440853e+01
  3.121276e+00    1.452233e+01
  3.122704e+00    1.461329e+01
  3.124131e+00    1.462539e+01
  3.125558e+00    1.453930e+01
  3.126986e+00    1.451208e+01
  3.128413e+00    1.459855e+01
  3.129840e+00    1.464462e+01
  3.131268e+00    1.428398e+01
  3.132695e+00    1.346598e+01
  3.134122e+00    1.310083e+01
  3.135550e+00    1.296339e+01
  3.136977e+00    1.292406e+01
  3.138404e+00    1.287481e+01
  3.139832e+00    1.270450e+01
  3.141259e+00    1.258191e+01
  3.142686e+00    1.250511e+01
  3.144114e+00    1.246413e+01
  3.145541e+00    1.242494e+01
  3.146968e+00    1.236384e+01
  3.148396e+00    1.215067e+01
  3.149823e+00    1.204138e+01
  3.151250e+00    1.196314e+01
  3.152678e+00    1.186276e+01
  3.154105e+00    1.174741e+01
  3.155532e+00    1.164558e+01
  3.156960e+00    1.155443e+01
  3.158387e+00    1.153041e+01
  3.159814e+00    1.158390e+01
  3.161242e+00    1.163004e+01
  3.162669e+00    1.164737e+01
  3.164096e+00    1.164415e+01
  3.165524e+00    1.162269e+01
  3.166951e+00    1.164989e+01
  3.168378e+00    1.167986e+01
  3.169806e+00    1.169736e+01
  3.171233e+00    1.170032e+01
  3.172660e+00    1.165728e+01
  3.174088e+00    1.160177e+01
  3.175515e+00    1.159764e+01
  3.176943e+00    1.162346e+01
  3.178370e+00    1.166897e+01
  3.179797e+00    1.170874e+01
  3.181225e+00    1.170923e+01
  3.182652e+00    1.171329e+01
  3.184079e+00    1.169423e+01
  3.185507e+00    1.162057e+01
  3.186934e+00    1.152615e+01
  3.188361e+00    1.143990e+01
  3.189789e+00    1.135553e+01
  3.191216e+00    1.131907e+01
  3.192643e+00    1.127748e+01
  3.194071e+00    1.125770e+01
  3.195498e+00    1.127267e+01
  3.196925e+00    1.132199e+01
  3.198353e+00    1.134743e+01
  3.199780e+00    1.136959e+01
  3.201207e+00    1.141613e+01
  3.202635e+00    1.148645e+01
  3.204062e+00    1.155124e+01
  3.205489e+00    1.156934e+01
  3.206917e+00    1.161357e+01
  3.208344e+00    1.167748e+01
  3.209771e+00    1.176044e+01
  3.211199e+00    1.178669e+01
  3.212626e+00    1.182859e+01
  3.214053e+00    1.189475e+01
  3.215481e+00    1.203933e+01
  3.216908e+00    1.217907e+01
  3.218335e+00    1.232261e+01
  3.219763e+00    1.253811e+01
  3.221190e+00    1.271787e+01
  3.222617e+00    1.287747e+01
  3.224045e+00    1.308937e+01
  3.225472e+00    1.336348e+01
  3.226899e+00    1.360648e+01
  3.228327e+00    1.385734e+01
  3.229754e+00    1.409129e+01
  3.231181e+00    1.437366e+01
  3.232609e+00    1.475171e+01
  3.234036e+00    1.527213e+01
  3.235463e+00    1.580112e+01
  3.236891e+00    1.632433e+01
  3.238318e+00    1.727782e+01
  3.239745e+00    1.824419e+01
  3.241173e+00    1.914388e+01
  3.242600e+00    1.999758e+01
  3.244027e+00    2.086782e+01
  3.245455e+00    2.178345e+01
  3.246882e+00    2.269972e+01
  3.248310e+00    2.353110e+01
  3.249737e+00    2.444002e+01
  3.251164e+00    2.531033e+01
  3.252592e+00    2.698759e+01
  3.254019e+00    2.832580e+01
  3.255446e+00    2.942186e+01
  3.256874e+00    3.029375e+01
  3.258301e+00    3.098474e+01
  3.259728e+00    3.155032e+01
  3.261156e+00    3.189124e+01
  3.262583e+00    3.202201e+01
  3.264010e+00    3.207804e+01
  3.265438e+00    3.201589e+01
  3.266865e+00    3.115432e+01
  3.268292e+00    3.049880e+01
  3.269720e+00    2.977766e+01
  3.271147e+00    2.907855e+01
  3.272574e+00    2.831012e+01
  3.274002e+00    2.750007e+01
  3.275429e+00    2.673533e+01
  3.276856e+00    2.605322e+01
  3.278284e+00    2.540574e+01
  3.279711e+00    2.487694e+01
  3.281138e+00    2.411259e+01
  3.282566e+00    2.371614e+01
  3.283993e+00    2.356670e+01
  3.285420e+00    2.376834e+01
  3.286848e+00    2.421026e+01
  3.288275e+00    2.479644e+01
  3.289702e+00    2.597313e+01
  3.291130e+00    2.743066e+01
  3.292557e+00    2.915480e+01
  3.293984e+00    3.160839e+01
  3.295412e+00    3.587323e+01
  3.296839e+00    4.035328e+01
  3.298266e+00    4.487983e+01
  3.299694e+00    4.951260e+01
  3.301121e+00    5.410308e+01
  3.302548e+00    5.846712e+01
  3.303976e+00    6.276004e+01
  3.305403e+00    6.706689e+01
  3.306830e+00    7.110665e+01
